Provider,Region,Date,Hour of Day,No of calls to user,No of calls from user,Distinct users for the hour,Distinct hourly users with outgoing calls,Distinct users for the day,Distinct daily users with outgoing calls,Distinct users for the week,Distinct weekly users with outgoing calls
Ola Customer Care,Punjab,20180921,17,2,3,3,1,78,57,494,406
Ola Customer Care,Punjab,20180921,18,0,2,1,1,78,57,494,406
Ola Customer Care,Punjab,20180921,22,0,2,1,1,78,57,494,406
Ola Customer Care,Punjab,20180922,23,2,0,1,0,83,70,494,406
Ola Customer Care,Punjab,20180922,2,1,5,4,3,83,70,494,406
Ola Customer Care,Punjab,20180922,4,1,2,3,2,83,70,494,406
Ola Customer Care,Punjab,20180922,5,2,7,8,7,83,70,494,406
Ola Customer Care,Punjab,20180922,6,1,8,7,6,83,70,494,406
Ola Customer Care,Punjab,20180922,7,0,5,4,4,83,70,494,406
Ola Customer Care,Punjab,20180922,8,1,19,6,5,83,70,494,406
Ola Customer Care,Punjab,20180922,9,0,8,8,8,83,70,494,406
Ola Customer Care,Punjab,20180922,10,1,9,10,9,83,70,494,406
Ola Customer Care,Punjab,20180922,11,1,6,5,4,83,70,494,406
Ola Customer Care,Punjab,20180922,12,1,3,3,3,83,70,494,406
Ola Customer Care,Punjab,20180922,13,1,3,3,2,83,70,494,406
Ola Customer Care,Punjab,20180922,14,2,4,5,4,83,70,494,406
Ola Customer Care,Punjab,20180922,15,1,3,3,2,83,70,494,406
Ola Customer Care,Punjab,20180922,16,0,11,9,9,83,70,494,406
Ola Customer Care,Punjab,20180922,17,1,0,1,0,83,70,494,406
Ola Customer Care,Punjab,20180922,18,1,1,2,1,83,70,494,406
Ola Customer Care,Punjab,20180922,20,0,1,1,1,83,70,494,406
Ola Customer Care,Punjab,20180922,21,0,1,1,1,83,70,494,406
Ola Customer Care,Punjab,20180923,5,1,25,16,15,133,125,494,406
Ola Customer Care,Punjab,20180923,6,1,12,9,8,133,125,494,406
Ola Customer Care,Punjab,20180923,0,0,3,2,2,133,125,494,406
Ola Customer Care,Punjab,20180923,1,0,4,3,3,133,125,494,406
Ola Customer Care,Punjab,20180923,2,0,2,2,2,133,125,494,406
Ola Customer Care,Punjab,20180923,3,0,8,4,4,133,125,494,406
Ola Customer Care,Punjab,20180923,4,0,4,3,3,133,125,494,406
Ola Customer Care,Punjab,20180923,7,0,22,15,15,133,125,494,406
Ola Customer Care,Punjab,20180923,8,0,7,6,6,133,125,494,406
Ola Customer Care,Punjab,20180923,9,1,13,10,9,133,125,494,406
Ola Customer Care,Punjab,20180923,10,0,7,4,4,133,125,494,406
Ola Customer Care,Punjab,20180923,11,1,14,11,10,133,125,494,406
Ola Customer Care,Punjab,20180923,12,1,12,11,10,133,125,494,406
Ola Customer Care,Punjab,20180923,13,0,12,9,9,133,125,494,406
Ola Customer Care,Punjab,20180923,14,3,12,11,10,133,125,494,406
Ola Customer Care,Punjab,20180923,15,2,10,10,8,133,125,494,406
Ola Customer Care,Punjab,20180923,16,1,6,5,4,133,125,494,406
Ola Customer Care,Punjab,20180923,17,1,0,1,0,133,125,494,406
Ola Customer Care,Punjab,20180923,18,0,3,3,3,133,125,494,406
Ola Customer Care,Punjab,20180923,19,0,5,4,4,133,125,494,406
Ola Customer Care,Punjab,20180923,20,0,1,1,1,133,125,494,406
Ola Customer Care,Punjab,20180923,21,0,1,1,1,133,125,494,406
Ola Customer Care,Punjab,20180923,23,0,2,2,2,133,125,494,406
Ola Customer Care,Rajasthan,20180917,2,1,3,3,2,94,66,586,382
Ola Customer Care,Rajasthan,20180917,5,3,2,5,2,94,66,586,382
Ola Customer Care,Rajasthan,20180917,6,4,10,9,7,94,66,586,382
Ola Customer Care,Rajasthan,20180917,7,2,9,8,7,94,66,586,382
Ola Customer Care,Rajasthan,20180917,8,0,5,5,5,94,66,586,382
Ola Customer Care,Rajasthan,20180917,9,0,4,4,4,94,66,586,382
Ola Customer Care,Rajasthan,20180917,10,1,7,5,4,94,66,586,382
Ola Customer Care,Rajasthan,20180917,11,2,4,5,3,94,66,586,382
Ola Customer Care,Rajasthan,20180917,12,1,5,6,5,94,66,586,382
Ola Customer Care,Rajasthan,20180917,13,0,5,4,4,94,66,586,382
Ola Customer Care,Rajasthan,20180917,14,7,7,7,5,94,66,586,382
Ola Customer Care,Rajasthan,20180917,15,2,13,11,9,94,66,586,382
Ola Customer Care,Rajasthan,20180917,16,6,4,6,1,94,66,586,382
Ola Customer Care,Rajasthan,20180917,17,4,3,6,2,94,66,586,382
Ola Customer Care,Rajasthan,20180917,18,0,1,1,1,94,66,586,382
Ola Customer Care,Rajasthan,20180917,3,5,7,10,6,94,66,586,382
Ola Customer Care,Rajasthan,20180917,1,1,1,2,1,94,66,586,382
Ola Customer Care,Rajasthan,20180917,4,3,4,6,3,94,66,586,382
Ola Customer Care,Rajasthan,20180918,3,1,2,3,2,82,53,586,382
Ola Customer Care,Rajasthan,20180918,5,4,2,3,1,82,53,586,382
Ola Customer Care,Rajasthan,20180918,6,7,3,9,3,82,53,586,382
Ola Customer Care,Rajasthan,20180918,7,2,13,6,4,82,53,586,382
Ola Customer Care,Rajasthan,20180918,8,1,2,3,2,82,53,586,382
Ola Customer Care,Rajasthan,20180918,9,4,7,9,6,82,53,586,382
Ola Customer Care,Rajasthan,20180918,10,7,6,9,5,82,53,586,382
Ola Customer Care,Rajasthan,20180918,11,5,14,13,9,82,53,586,382
Ola Customer Care,Rajasthan,20180918,12,2,5,7,5,82,53,586,382
Ola Customer Care,Rajasthan,20180918,13,4,4,5,2,82,53,586,382
Ola Customer Care,Rajasthan,20180918,14,2,7,7,5,82,53,586,382
Ola Customer Care,Rajasthan,20180918,15,2,3,3,2,82,53,586,382
Ola Customer Care,Rajasthan,20180918,16,5,3,6,3,82,53,586,382
Ola Customer Care,Rajasthan,20180918,17,1,2,3,2,82,53,586,382
Ola Customer Care,Rajasthan,20180918,19,0,1,1,1,82,53,586,382
Ola Customer Care,Rajasthan,20180918,20,0,1,1,1,82,53,586,382
Ola Customer Care,Rajasthan,20180918,4,0,3,3,3,82,53,586,382
Ola Customer Care,Rajasthan,20180918,2,0,1,1,1,82,53,586,382
Ola Customer Care,Rajasthan,20180919,0,1,2,3,2,86,61,586,382
Ola Customer Care,Rajasthan,20180919,3,0,7,6,6,86,61,586,382
Ola Customer Care,Rajasthan,20180919,4,4,2,6,2,86,61,586,382
Ola Customer Care,Rajasthan,20180919,5,2,5,6,5,86,61,586,382
Ola Customer Care,Rajasthan,20180919,6,1,7,7,6,86,61,586,382
Ola Customer Care,Rajasthan,20180919,7,2,5,5,3,86,61,586,382
Ola Customer Care,Rajasthan,20180919,8,2,6,5,4,86,61,586,382
Ola Customer Care,Rajasthan,20180919,9,0,5,4,4,86,61,586,382
Ola Customer Care,Rajasthan,20180919,10,3,8,10,7,86,61,586,382
Ola Customer Care,Rajasthan,20180919,11,6,1,5,1,86,61,586,382
Ola Customer Care,Rajasthan,20180919,12,1,1,2,1,86,61,586,382
Ola Customer Care,Rajasthan,20180919,13,2,9,8,7,86,61,586,382
Ola Customer Care,Rajasthan,20180919,14,3,7,8,6,86,61,586,382
Ola Customer Care,Rajasthan,20180919,15,2,3,5,3,86,61,586,382
Ola Customer Care,Rajasthan,20180919,16,1,2,3,2,86,61,586,382
Ola Customer Care,Rajasthan,20180919,17,0,5,3,3,86,61,586,382
Ola Customer Care,Rajasthan,20180919,18,2,0,2,0,86,61,586,382
Ola Customer Care,Rajasthan,20180919,22,0,3,1,1,86,61,586,382
Ola Customer Care,Rajasthan,20180919,2,1,1,2,1,86,61,586,382
Ola Customer Care,Rajasthan,20180920,1,0,2,1,1,68,40,586,382
Ola Customer Care,Rajasthan,20180920,3,2,7,5,4,68,40,586,382
Ola Customer Care,Rajasthan,20180920,4,1,2,3,2,68,40,586,382
Ola Customer Care,Rajasthan,20180920,5,0,7,6,6,68,40,586,382
Ola Customer Care,Rajasthan,20180920,6,1,5,5,4,68,40,586,382
Ola Customer Care,Rajasthan,20180920,7,3,1,3,1,68,40,586,382
Ola Customer Care,Rajasthan,20180920,8,4,1,3,1,68,40,586,382
Ola Customer Care,Rajasthan,20180920,9,6,5,8,3,68,40,586,382
Ola Customer Care,Rajasthan,20180920,10,2,5,5,3,68,40,586,382
Ola Customer Care,Rajasthan,20180920,11,1,7,5,4,68,40,586,382
Ola Customer Care,Rajasthan,20180920,12,0,1,1,1,68,40,586,382
Ola Customer Care,Rajasthan,20180920,13,4,4,5,3,68,40,586,382
Ola Customer Care,Rajasthan,20180920,14,3,0,3,0,68,40,586,382
Ola Customer Care,Rajasthan,20180920,15,4,1,4,1,68,40,586,382
Ola Customer Care,Rajasthan,20180920,16,2,4,4,2,68,40,586,382
Ola Customer Care,Rajasthan,20180920,17,3,2,5,2,68,40,586,382
Ola Customer Care,Rajasthan,20180920,18,0,1,1,1,68,40,586,382
Ola Customer Care,Rajasthan,20180920,19,1,0,1,0,68,40,586,382
Ola Customer Care,Rajasthan,20180920,20,0,1,1,1,68,40,586,382
Ola Customer Care,Rajasthan,20180920,23,1,0,1,0,68,40,586,382
Ola Customer Care,Rajasthan,20180920,2,1,1,2,1,68,40,586,382
Ola Customer Care,Rajasthan,20180921,0,0,3,3,3,102,66,586,382
Ola Customer Care,Rajasthan,20180921,2,1,1,2,1,102,66,586,382
Ola Customer Care,Rajasthan,20180921,3,1,3,4,3,102,66,586,382
Ola Customer Care,Rajasthan,20180921,4,1,3,4,3,102,66,586,382
Ola Customer Care,Rajasthan,20180921,5,4,9,9,6,102,66,586,382
Ola Customer Care,Rajasthan,20180921,6,2,9,8,7,102,66,586,382
Ola Customer Care,Rajasthan,20180921,7,6,1,6,1,102,66,586,382
Ola Customer Care,Rajasthan,20180921,8,4,8,9,7,102,66,586,382
Ola Customer Care,Rajasthan,20180921,9,5,8,13,8,102,66,586,382
Ola Customer Care,Rajasthan,20180921,10,2,4,6,4,102,66,586,382
Ola Customer Care,Rajasthan,20180921,11,4,4,6,3,102,66,586,382
Ola Customer Care,Rajasthan,20180921,12,1,3,4,3,102,66,586,382
Ola Customer Care,Rajasthan,20180921,13,3,5,6,4,102,66,586,382
Ola Customer Care,Rajasthan,20180921,14,1,7,5,4,102,66,586,382
Ola Customer Care,Rajasthan,20180921,15,3,5,7,4,102,66,586,382
Ola Customer Care,Rajasthan,20180921,16,5,5,6,2,102,66,586,382
Ola Customer Care,Rajasthan,20180921,17,4,3,4,2,102,66,586,382
Ola Customer Care,Rajasthan,20180921,18,1,4,4,3,102,66,586,382
Ola Customer Care,Rajasthan,20180921,19,0,2,1,1,102,66,586,382
Ola Customer Care,Rajasthan,20180921,22,2,1,2,1,102,66,586,382
Ola Customer Care,Rajasthan,20180921,1,0,3,1,1,102,66,586,382
Ola Customer Care,Rajasthan,20180922,1,0,4,2,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,3,1,3,3,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,4,8,3,8,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,5,2,9,10,8,90,52,586,382
Ola Customer Care,Rajasthan,20180922,6,5,5,6,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,7,6,4,8,3,90,52,586,382
Ola Customer Care,Rajasthan,20180922,8,9,7,12,7,90,52,586,382
Ola Customer Care,Rajasthan,20180922,9,6,2,6,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,10,2,7,8,6,90,52,586,382
Ola Customer Care,Rajasthan,20180922,11,1,3,3,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,12,2,2,4,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,13,2,3,3,1,90,52,586,382
Ola Customer Care,Rajasthan,20180922,14,3,3,5,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,15,1,2,3,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,16,1,2,3,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,17,2,0,2,0,90,52,586,382
Ola Customer Care,Rajasthan,20180922,18,2,2,4,2,90,52,586,382
Ola Customer Care,Rajasthan,20180922,19,1,0,1,0,90,52,586,382
Ola Customer Care,Rajasthan,20180922,2,0,7,5,5,90,52,586,382
Ola Customer Care,Rajasthan,20180923,1,0,2,2,2,84,55,586,382
Ola Customer Care,Rajasthan,20180923,2,1,0,1,0,84,55,586,382
Ola Customer Care,Rajasthan,20180923,3,2,6,6,4,84,55,586,382
Ola Customer Care,Rajasthan,20180923,4,4,0,4,0,84,55,586,382
Ola Customer Care,Rajasthan,20180923,22,1,0,1,0,84,55,586,382
Ola Customer Care,Rajasthan,20180923,5,2,6,7,5,84,55,586,382
Ola Customer Care,Rajasthan,20180923,6,1,6,4,3,84,55,586,382
Ola Customer Care,Rajasthan,20180923,7,2,5,6,4,84,55,586,382
Ola Customer Care,Rajasthan,20180923,8,2,8,8,6,84,55,586,382
Ola Customer Care,Rajasthan,20180923,9,2,5,5,3,84,55,586,382
Ola Customer Care,Rajasthan,20180923,10,4,3,6,3,84,55,586,382
Ola Customer Care,Rajasthan,20180923,11,1,3,3,2,84,55,586,382
Ola Customer Care,Rajasthan,20180923,12,6,5,8,5,84,55,586,382
Ola Customer Care,Rajasthan,20180923,13,6,4,8,4,84,55,586,382
Ola Customer Care,Rajasthan,20180923,14,2,2,3,2,84,55,586,382
Ola Customer Care,Rajasthan,20180923,15,0,6,4,4,84,55,586,382
Ola Customer Care,Rajasthan,20180923,16,2,6,6,4,84,55,586,382
Ola Customer Care,Rajasthan,20180923,17,1,2,3,2,84,55,586,382
Ola Customer Care,Rajasthan,20180923,18,1,4,4,3,84,55,586,382
Ola Customer Care,Rajasthan,20180923,0,1,1,2,1,84,55,586,382
Ola Customer Care,Tamil Nadu,20180917,23,0,2,2,2,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,0,1,3,3,2,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,1,1,6,5,4,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,2,2,15,10,9,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,3,1,21,15,14,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,4,5,38,25,21,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,5,0,43,27,27,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,6,2,48,28,27,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,7,2,38,29,27,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,8,2,45,28,27,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,9,7,28,23,19,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,10,7,32,28,24,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,11,3,33,26,23,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,12,6,33,26,22,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,13,1,26,14,13,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,14,1,23,17,16,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,15,4,25,19,16,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,16,3,16,12,10,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,17,2,11,11,9,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,18,0,5,4,4,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,19,1,0,1,0,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,20,0,3,1,1,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,21,0,2,2,2,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180917,22,0,1,1,1,324,294,2314,2115
Ola Customer Care,Tamil Nadu,20180918,22,0,2,1,1,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,0,1,12,7,6,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,1,1,8,8,7,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,2,0,13,6,6,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,3,2,27,22,20,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,4,4,56,33,31,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,5,0,41,26,26,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,6,1,60,35,34,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,7,1,73,33,32,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,8,3,73,32,29,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,9,2,45,28,26,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,10,4,35,27,23,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,11,4,19,21,17,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,12,2,25,18,17,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,13,6,39,27,21,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,14,2,17,16,15,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,15,1,18,15,14,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,16,1,7,5,5,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,17,0,22,13,13,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,18,1,4,3,2,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,19,0,1,1,1,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180918,20,0,2,1,1,335,308,2314,2115
Ola Customer Care,Tamil Nadu,20180919,23,0,1,1,1,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,0,1,3,2,2,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,1,0,11,6,6,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,2,0,3,3,3,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,3,1,34,21,20,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,4,3,35,18,16,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,5,3,48,31,29,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,6,1,66,41,40,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,7,3,38,24,21,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,8,3,26,21,18,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,9,5,40,23,19,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,10,3,25,19,16,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,11,3,38,28,26,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,12,6,30,20,15,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,13,1,20,13,12,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,14,0,26,14,14,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,15,3,26,13,11,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,16,2,17,14,13,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,17,0,7,5,5,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,18,0,7,5,5,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,19,0,4,3,3,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,20,0,1,1,1,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,21,0,2,1,1,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180919,22,0,1,1,1,309,281,2314,2115
Ola Customer Care,Tamil Nadu,20180920,23,0,9,3,3,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,0,0,1,1,1,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,1,1,12,9,8,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,2,0,12,8,8,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,3,1,24,13,12,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,4,0,41,27,27,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,5,4,46,35,32,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,6,1,30,19,18,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,7,2,49,30,28,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,8,5,42,32,27,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,9,4,56,39,36,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,10,2,39,27,25,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,11,4,46,35,33,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,12,1,40,28,27,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,13,6,36,30,25,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,14,1,35,21,20,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,15,7,18,16,13,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,16,1,28,20,19,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,17,0,15,7,7,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,18,1,11,7,6,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,19,0,2,1,1,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,20,1,5,4,3,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,21,1,4,2,1,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180920,22,1,3,2,1,375,343,2314,2115
Ola Customer Care,Tamil Nadu,20180921,23,0,4,3,3,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,0,1,8,7,7,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,1,0,4,3,3,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,2,2,6,7,5,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,3,1,40,20,19,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,4,3,31,23,20,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,5,3,54,34,33,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,6,5,53,37,34,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,7,4,46,30,26,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,8,4,21,19,17,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,9,4,41,32,28,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,10,5,22,24,20,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,11,3,49,34,31,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,12,3,60,29,28,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,13,6,45,34,28,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,14,3,22,19,16,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,15,1,41,23,22,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,16,0,27,14,14,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,17,0,14,9,9,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,18,0,7,3,3,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,19,0,5,4,4,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,20,0,2,2,2,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,21,0,4,3,3,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180921,22,0,2,1,1,383,347,2314,2115
Ola Customer Care,Tamil Nadu,20180922,23,0,2,2,2,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,0,0,4,3,3,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,1,0,8,6,6,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,2,1,14,12,11,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,3,1,28,19,18,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,4,2,31,21,19,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,5,5,41,30,25,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,6,4,46,33,31,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,7,9,41,29,22,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,8,5,44,27,22,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,9,3,46,30,27,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,10,3,45,29,26,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,11,4,40,24,20,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,12,6,27,22,18,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,13,8,26,23,18,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,14,7,34,30,23,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,15,2,36,25,23,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,16,0,15,12,12,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,17,3,16,12,9,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,18,0,7,4,4,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,19,0,1,1,1,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,20,0,2,1,1,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180922,22,0,7,6,6,358,312,2314,2115
Ola Customer Care,Tamil Nadu,20180923,14,0,37,20,20,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,15,1,17,13,12,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,0,0,6,5,5,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,1,0,14,11,11,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,2,0,22,16,16,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,3,0,29,16,16,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,4,0,64,33,33,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,5,1,40,26,25,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,6,4,47,33,30,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,7,2,25,20,18,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,8,2,47,35,33,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,9,4,50,32,28,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,10,1,19,16,15,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,11,6,23,21,17,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,12,3,32,24,21,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,13,2,35,23,22,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,16,0,9,8,8,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,17,1,6,6,5,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,18,3,4,5,3,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,19,1,9,5,4,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,20,0,5,4,4,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,21,0,1,1,1,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,22,0,8,3,3,344,320,2314,2115
Ola Customer Care,Tamil Nadu,20180923,23,0,4,4,4,344,320,2314,2115
Ola Customer Care,Uttar Pradesh East,20180917,3,0,9,5,5,106,88,785,609
Ola Customer Care,Uttar Pradesh East,20180917,5,1,8,8,7,106,88,785,609
Ola Customer Care,Uttar Pradesh East,20180917,6,3,14,13,10,106,88,785,609
Ola Customer Care,Uttar Pradesh East,20180917,7,3,11,10,9,106,88,785,609
